"album_id","album_name","album_type","album_total_tracks","album_release_date","album_url","release_date"
"0ctxtxA7ywlMP0jVTubPTX","5AM","album","1","2024-11-14","https://open.spotify.com/album/0ctxtxA7ywlMP0jVTubPTX","2024-11-14"
"2LaSVrn1EJc9ouFyp69g4e","VULTURES 2","album","16","2024-08-03","https://open.spotify.com/album/2LaSVrn1EJc9ouFyp69g4e","2024-08-03"
"0HS8aknH0JQdMIiBVhyOCW","A Great Chaos","album","18","2023-10-13","https://open.spotify.com/album/0HS8aknH0JQdMIiBVhyOCW","2023-10-13"
"4AzPr5SUpNF553eC1d3aRy","BAND4BAND (feat. Lil Baby)","album","1","2024-05-23","https://open.spotify.com/album/4AzPr5SUpNF553eC1d3aRy","2024-05-23"
"0Kzb3u6kMnOJOZXYFSk33F","HARDSTONE PSYCHO","album","16","2024-06-14","https://open.spotify.com/album/0Kzb3u6kMnOJOZXYFSk33F","2024-06-14"
"54Y471E7GNBSOXjZtqONId","DAYS BEFORE RODEO","album","12","2014-08-18","https://open.spotify.com/album/54Y471E7GNBSOXjZtqONId","2014-08-18"
"52JymrguPgkmmwLaWIusst","""Come Over When You're Sober"," Pt. 2""",,"13","2018-11-09","https://open.spotify.com/album/52JymrguPgkmmwLaWIusst"
"5r4bE2O6LCLBTjT42RBXwg","Tailor Swif","album","1","2024-08-30","https://open.spotify.com/album/5r4bE2O6LCLBTjT42RBXwg","2024-08-30"
"39xhYyNNDatQtgKw2KdXMz","THE GOAT","album","16","2020-05-15","https://open.spotify.com/album/39xhYyNNDatQtgKw2KdXMz","2020-05-15"
"0yjDY4fZwFR6ZUrPfzgy9p","FOREVER ROLLING","album","1","2024-08-03","https://open.spotify.com/album/0yjDY4fZwFR6ZUrPfzgy9p","2024-08-03"
"1jXYc5gip5tqCTDOotfY5L","2093","album","22","2024-02-16","https://open.spotify.com/album/1jXYc5gip5tqCTDOotfY5L","2024-02-16"
"6Yw4204wbgmpsGTzjXBhYD","Big Dawgs","album","1","2024-07-09","https://open.spotify.com/album/6Yw4204wbgmpsGTzjXBhYD","2024-07-09"
"4PWBTB6NYSKQwfo79I3prg","Rodeo","album","16","2015-09-04","https://open.spotify.com/album/4PWBTB6NYSKQwfo79I3prg","2015-09-04"
"5JNF1AS6WH5J7yUXmU4Syi","VULTURES 2","album","16","2024-08-03","https://open.spotify.com/album/5JNF1AS6WH5J7yUXmU4Syi","2024-08-03"
"18NOKLkZETa4sWwLMIm0UZ","UTOPIA","album","19","2023-07-28","https://open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ","2023-07-28"
"0FYZn1AI7Fly7H25Vykc64","100 GIGS","album","3","2024-08-10","https://open.spotify.com/album/0FYZn1AI7Fly7H25Vykc64","2024-08-10"
"5Zwbll6KYxOjZSuxRjQDEm","KEHLANI","album","3","2024-06-24","https://open.spotify.com/album/5Zwbll6KYxOjZSuxRjQDEm","2024-06-24"
"1FsFHXroF1ILBdVyBRMt3A","Miss The Rage (feat. Playboi Carti)","album","1","2021-05-07","https://open.spotify.com/album/1FsFHXroF1ILBdVyBRMt3A","2021-05-07"
"6YQ5Y4ITpAQCANWhNHraXi","Parking Lot","album","1","2024-06-21","https://open.spotify.com/album/6YQ5Y4ITpAQCANWhNHraXi","2024-06-21"
"6Xuu2z00jxRPZei4IJ9neK","Houdini","album","1","2024-05-31","https://open.spotify.com/album/6Xuu2z00jxRPZei4IJ9neK","2024-05-31"
"2MlT9dGKoGH2hsfcz7UUXL","Faith","album","20","2021-07-16","https://open.spotify.com/album/2MlT9dGKoGH2hsfcz7UUXL","2021-07-16"
"4Pl5cYTxBkbhMXxFZxuZLW","HOOD POET","album","18","2024-08-09","https://open.spotify.com/album/4Pl5cYTxBkbhMXxFZxuZLW","2024-08-09"
"32bR4LcEc1PvJEhaKoo4ZN","euphoria","album","1","2024-04-30","https://open.spotify.com/album/32bR4LcEc1PvJEhaKoo4ZN","2024-04-30"
"24t0q0pqu7y9udfr89qf42","Jumpin (feat. Polo G)","album","1","2021-11-05","https://open.spotify.com/album/24t0q0pqu7y9udfr89qf42","2021-11-05"
"3bSNhnaQQXpC639OQ4pMyP","WE STILL DON'T TRUST YOU","album","25","2024-04-12","https://open.spotify.com/album/3bSNhnaQQXpC639OQ4pMyP","2024-04-12"
"0k7ALIqqds5oGFtpMsaHLK","VULTURES 1","album","16","2024-02-09","https://open.spotify.com/album/0k7ALIqqds5oGFtpMsaHLK","2024-02-09"
"2Ti79nwTsont5ZHfdxIzAm","?","album","18","2018-03-16","https://open.spotify.com/album/2Ti79nwTsont5ZHfdxIzAm","2018-03-16"
"0MV1yCXcNNQBfwApqAVkH0","Without Warning","album","10","2017-10-30","https://open.spotify.com/album/0MV1yCXcNNQBfwApqAVkH0","2017-10-30"
"17cSW3X8DeEW7RRzPvcpLf","Upper Echelon (feat. T.I. & 2 Chainz)","album","1","2013-05-21","https://open.spotify.com/album/17cSW3X8DeEW7RRzPvcpLf","2013-05-21"
"3MATDdrpHmQCmuOcozZjDa","TESTING","album","15","2018-05-25","https://open.spotify.com/album/3MATDdrpHmQCmuOcozZjDa","2018-05-25"
"2D1j7mjB55lvygjMmYgTYT","Ghetto Fabulous","album","14","2023-11-17","https://open.spotify.com/album/2D1j7mjB55lvygjMmYgTYT","2023-11-17"
"0jSSRlhYuZmtLMrYB8pjzC","Bandit","album","1","2024-02-01","https://open.spotify.com/album/0jSSRlhYuZmtLMrYB8pjzC","2024-02-01"
"4MZnolldq7ciKKlbVDzLm5","Meet The Woo 2","album","13","2020-02-07","https://open.spotify.com/album/4MZnolldq7ciKKlbVDzLm5","2020-02-07"
"4NGIX0BP6xxRaGh64hhJhe","All Is Yellow","album","14","2024-01-26","https://open.spotify.com/album/4NGIX0BP6xxRaGh64hhJhe","2024-01-26"
"3qwCuSISrIUpyt6sB5edmQ","Family Matters","album","1","2024-05-03","https://open.spotify.com/album/3qwCuSISrIUpyt6sB5edmQ","2024-05-03"
"6K4LqNp0rbZVOYj4KchUcX","Headrush","album","1","2024-05-10","https://open.spotify.com/album/6K4LqNp0rbZVOYj4KchUcX","2024-05-10"
"06me0leRR3AuF4IFiEytml","Push Ups","album","1","2024-04-19","https://open.spotify.com/album/06me0leRR3AuF4IFiEytml","2024-04-19"
"6rBennOYWR1OZQnsU39PKL","Blueberry Faygo","album","1","2020-02-07","https://open.spotify.com/album/6rBennOYWR1OZQnsU39PKL","2020-02-07"
"3bXVgfyStmCrDXtBUvLuxh","Tender","album","1","2024-04-19","https://open.spotify.com/album/3bXVgfyStmCrDXtBUvLuxh","2024-04-19"
"60s0PMYFJhe34io9HuyUXf","Whatever She Wants","album","1","2024-02-13","https://open.spotify.com/album/60s0PMYFJhe34io9HuyUXf","2024-02-13"
"2RRYaYHY7fIIdvFlvgb5vq","american dream","album","15","2024-01-12","https://open.spotify.com/album/2RRYaYHY7fIIdvFlvgb5vq","2024-01-12"
"7pp3ZbXrqBiaaeRLIAyis5","Lottery Pick","album","15","2023-06-16","https://open.spotify.com/album/7pp3ZbXrqBiaaeRLIAyis5","2023-06-16"
"1xuSorM2dDIiB5zhftB5NY","Champions","album","1","2016-06-10","https://open.spotify.com/album/1xuSorM2dDIiB5zhftB5NY","2016-06-10"
"12GZ5ewBjyylguigbdmqJ9","Yellow Tape","album","16","2020-01-31","https://open.spotify.com/album/12GZ5ewBjyylguigbdmqJ9","2020-01-31"
"49vCWZ0yKkRvfetjsYVLnx","Glockoma 2 (Deluxe)","album","23","2023-06-23","https://open.spotify.com/album/49vCWZ0yKkRvfetjsYVLnx","2023-06-23"
"2vGU0DOcfsDee0euvhl1iZ","B4 The Storm","album","17","2020-08-28","https://open.spotify.com/album/2vGU0DOcfsDee0euvhl1iZ","2020-08-28"
"0lZQagJ5r0crB35zphSD4A","All My Life (feat. J. Cole)","album","1","2023-05-12","https://open.spotify.com/album/0lZQagJ5r0crB35zphSD4A","2023-05-12"
"5EFWc59llfnLab6hpjJBkX","Steppas","album","1","2024-03-29","https://open.spotify.com/album/5EFWc59llfnLab6hpjJBkX","2024-03-29"
"4MDMfOdhV1IyoRnklwOHG9","pick up the phone","album","1","2016-06-03","https://open.spotify.com/album/4MDMfOdhV1IyoRnklwOHG9","2016-06-03"
"7e7t0MCrNDcJZsPwUKjmOc","Shoot For The Stars Aim For The Moon","album","19","2020-07-03","https://open.spotify.com/album/7e7t0MCrNDcJZsPwUKjmOc","2020-07-03"
"7txGsnDSqVMoRl6RQ9XyZP","HEROES & VILLAINS","album","15","2022-12-02","https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP","2022-12-02"
"3arNdjotCvtiiLFfjKngMc","AT.LONG.LAST.A$AP","album","18","2015-05-26","https://open.spotify.com/album/3arNdjotCvtiiLFfjKngMc","2015-05-26"
"2FD6g8bXEn2uQMYbeqqoCg","Just Wanna Rock","album","1","2022-10-17","https://open.spotify.com/album/2FD6g8bXEn2uQMYbeqqoCg","2022-10-17"
"51wp3EOOp2mBIjhZjR7W0i","Project Baby 2: All Grown Up","album","19","2017-08-18","https://open.spotify.com/album/51wp3EOOp2mBIjhZjR7W0i","2017-08-18"
"1Sf8GsXG32t0jNrX11xqWx","JACKBOYS","album","7","2019-12-27","https://open.spotify.com/album/1Sf8GsXG32t0jNrX11xqWx","2019-12-27"
"5AeTBSf9ogUyItM9wLQK9u","The Blixky Tape 2 (Deluxe)","album","23","2022-02-22","https://open.spotify.com/album/5AeTBSf9ogUyItM9wLQK9u","2022-02-22"
"5JjnoGJyOxfSZUZtk2rRwZ","Not Like Us","album","1","2024-05-04","https://open.spotify.com/album/5JjnoGJyOxfSZUZtk2rRwZ","2024-05-04"
"0hvT3yIEysuuvkK73vgdcW","GNX","album","12","2024-11-22","https://open.spotify.com/album/0hvT3yIEysuuvkK73vgdcW","2024-11-22"
"5HAxzyUfyay8NElNaehsNe","4X4","album","1","2025-01-24","https://open.spotify.com/album/5HAxzyUfyay8NElNaehsNe","2025-01-24"
"5dx9ylPTCSU1SHR2b3uqXh","3AM in ToKEYo","album","1","2025-02-07","https://open.spotify.com/album/5dx9ylPTCSU1SHR2b3uqXh","2025-02-07"
"2c8SoKQdYX3D7tN1ywt9xb","WHAM","album","15","2025-01-03","https://open.spotify.com/album/2c8SoKQdYX3D7tN1ywt9xb","2025-01-03"
"0U28P0QVB1QRxpqp5IHOlH","CHROMAKOPIA","album","14","2024-10-28","https://open.spotify.com/album/0U28P0QVB1QRxpqp5IHOlH","2024-10-28"
"60UzB8mOCMpc7xkuJE6Bwc","Alligator Bites Never Heal","album","19","2024-08-30","https://open.spotify.com/album/60UzB8mOCMpc7xkuJE6Bwc","2024-08-30"
"01e9pFweITqyn2Kr8INdQr","Trappa Rappa","album","1","2025-02-21","https://open.spotify.com/album/01e9pFweITqyn2Kr8INdQr","2025-02-21"
"2qBkwnQ9M3pwuQWJXDiaGa","I Aint Feeling You","album","12","2025-01-31","https://open.spotify.com/album/2qBkwnQ9M3pwuQWJXDiaGa","2025-01-31"
"4iqbFIdGOTzXeDtt9owjQn","WE DON'T TRUST YOU","album","17","2024-03-22","https://open.spotify.com/album/4iqbFIdGOTzXeDtt9owjQn","2024-03-22"
"7awBKnBq0qRLNyD5lI47R0","Eternal Atake 2","album","16","2024-11-01","https://open.spotify.com/album/7awBKnBq0qRLNyD5lI47R0","2024-11-01"
"58iEeJbYd6OBGRM0TiwltL","A Great Chaos (Deluxe)","album","25","2024-07-05","https://open.spotify.com/album/58iEeJbYd6OBGRM0TiwltL","2024-07-05"
"2IRxVVqbSbqHJo8Zx50LYn","Timeless","album","1","2024-09-27","https://open.spotify.com/album/2IRxVVqbSbqHJo8Zx50LYn","2024-09-27"
"2g28Q65tnnBD8TaCAFpdQi","Insecurities","album","1","2024-11-15","https://open.spotify.com/album/2g28Q65tnnBD8TaCAFpdQi","2024-11-15"
"3cdcIcidzGHVQW5e9qQgtx","ALL RED","album","1","2024-09-13","https://open.spotify.com/album/3cdcIcidzGHVQW5e9qQgtx","2024-09-13"
"4Zoxsc06EUHRf5GrJPJZ54","MIXTAPE PLUTO","album","17","2024-09-20","https://open.spotify.com/album/4Zoxsc06EUHRf5GrJPJZ54","2024-09-20"
"0ctxtxA7ywlMP0jVTubPTX","5AM","album","1","2024-11-14","https://open.spotify.com/album/0ctxtxA7ywlMP0jVTubPTX","2024-11-14"
"2LaSVrn1EJc9ouFyp69g4e","VULTURES 2","album","16","2024-08-03","https://open.spotify.com/album/2LaSVrn1EJc9ouFyp69g4e","2024-08-03"
"0HS8aknH0JQdMIiBVhyOCW","A Great Chaos","album","18","2023-10-13","https://open.spotify.com/album/0HS8aknH0JQdMIiBVhyOCW","2023-10-13"
"4AzPr5SUpNF553eC1d3aRy","BAND4BAND (feat. Lil Baby)","album","1","2024-05-23","https://open.spotify.com/album/4AzPr5SUpNF553eC1d3aRy","2024-05-23"
"0Kzb3u6kMnOJOZXYFSk33F","HARDSTONE PSYCHO","album","16","2024-06-14","https://open.spotify.com/album/0Kzb3u6kMnOJOZXYFSk33F","2024-06-14"
"54Y471E7GNBSOXjZtqONId","DAYS BEFORE RODEO","album","12","2014-08-18","https://open.spotify.com/album/54Y471E7GNBSOXjZtqONId","2014-08-18"
"52JymrguPgkmmwLaWIusst","""Come Over When You're Sober"," Pt. 2""",,"13","2018-11-09","https://open.spotify.com/album/52JymrguPgkmmwLaWIusst"
"5r4bE2O6LCLBTjT42RBXwg","Tailor Swif","album","1","2024-08-30","https://open.spotify.com/album/5r4bE2O6LCLBTjT42RBXwg","2024-08-30"
"39xhYyNNDatQtgKw2KdXMz","THE GOAT","album","16","2020-05-15","https://open.spotify.com/album/39xhYyNNDatQtgKw2KdXMz","2020-05-15"
"0yjDY4fZwFR6ZUrPfzgy9p","FOREVER ROLLING","album","1","2024-08-03","https://open.spotify.com/album/0yjDY4fZwFR6ZUrPfzgy9p","2024-08-03"
"1jXYc5gip5tqCTDOotfY5L","2093","album","22","2024-02-16","https://open.spotify.com/album/1jXYc5gip5tqCTDOotfY5L","2024-02-16"
"6Yw4204wbgmpsGTzjXBhYD","Big Dawgs","album","1","2024-07-09","https://open.spotify.com/album/6Yw4204wbgmpsGTzjXBhYD","2024-07-09"
"4PWBTB6NYSKQwfo79I3prg","Rodeo","album","16","2015-09-04","https://open.spotify.com/album/4PWBTB6NYSKQwfo79I3prg","2015-09-04"
"5JNF1AS6WH5J7yUXmU4Syi","VULTURES 2","album","16","2024-08-03","https://open.spotify.com/album/5JNF1AS6WH5J7yUXmU4Syi","2024-08-03"
"18NOKLkZETa4sWwLMIm0UZ","UTOPIA","album","19","2023-07-28","https://open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ","2023-07-28"
"0FYZn1AI7Fly7H25Vykc64","100 GIGS","album","3","2024-08-10","https://open.spotify.com/album/0FYZn1AI7Fly7H25Vykc64","2024-08-10"
"5Zwbll6KYxOjZSuxRjQDEm","KEHLANI","album","3","2024-06-24","https://open.spotify.com/album/5Zwbll6KYxOjZSuxRjQDEm","2024-06-24"
"1FsFHXroF1ILBdVyBRMt3A","Miss The Rage (feat. Playboi Carti)","album","1","2021-05-07","https://open.spotify.com/album/1FsFHXroF1ILBdVyBRMt3A","2021-05-07"
"6YQ5Y4ITpAQCANWhNHraXi","Parking Lot","album","1","2024-06-21","https://open.spotify.com/album/6YQ5Y4ITpAQCANWhNHraXi","2024-06-21"
"6Xuu2z00jxRPZei4IJ9neK","Houdini","album","1","2024-05-31","https://open.spotify.com/album/6Xuu2z00jxRPZei4IJ9neK","2024-05-31"
"2MlT9dGKoGH2hsfcz7UUXL","Faith","album","20","2021-07-16","https://open.spotify.com/album/2MlT9dGKoGH2hsfcz7UUXL","2021-07-16"
"4Pl5cYTxBkbhMXxFZxuZLW","HOOD POET","album","18","2024-08-09","https://open.spotify.com/album/4Pl5cYTxBkbhMXxFZxuZLW","2024-08-09"
"32bR4LcEc1PvJEhaKoo4ZN","euphoria","album","1","2024-04-30","https://open.spotify.com/album/32bR4LcEc1PvJEhaKoo4ZN","2024-04-30"
"24t0q0pqu7y9udfr89qf42","Jumpin (feat. Polo G)","album","1","2021-11-05","https://open.spotify.com/album/24t0q0pqu7y9udfr89qf42","2021-11-05"
"3bSNhnaQQXpC639OQ4pMyP","WE STILL DON'T TRUST YOU","album","25","2024-04-12","https://open.spotify.com/album/3bSNhnaQQXpC639OQ4pMyP","2024-04-12"
"0k7ALIqqds5oGFtpMsaHLK","VULTURES 1","album","16","2024-02-09","https://open.spotify.com/album/0k7ALIqqds5oGFtpMsaHLK","2024-02-09"
"2Ti79nwTsont5ZHfdxIzAm","?","album","18","2018-03-16","https://open.spotify.com/album/2Ti79nwTsont5ZHfdxIzAm","2018-03-16"
"0MV1yCXcNNQBfwApqAVkH0","Without Warning","album","10","2017-10-30","https://open.spotify.com/album/0MV1yCXcNNQBfwApqAVkH0","2017-10-30"
"17cSW3X8DeEW7RRzPvcpLf","Upper Echelon (feat. T.I. & 2 Chainz)","album","1","2013-05-21","https://open.spotify.com/album/17cSW3X8DeEW7RRzPvcpLf","2013-05-21"
"3MATDdrpHmQCmuOcozZjDa","TESTING","album","15","2018-05-25","https://open.spotify.com/album/3MATDdrpHmQCmuOcozZjDa","2018-05-25"
"2D1j7mjB55lvygjMmYgTYT","Ghetto Fabulous","album","14","2023-11-17","https://open.spotify.com/album/2D1j7mjB55lvygjMmYgTYT","2023-11-17"
"0jSSRlhYuZmtLMrYB8pjzC","Bandit","album","1","2024-02-01","https://open.spotify.com/album/0jSSRlhYuZmtLMrYB8pjzC","2024-02-01"
"4MZnolldq7ciKKlbVDzLm5","Meet The Woo 2","album","13","2020-02-07","https://open.spotify.com/album/4MZnolldq7ciKKlbVDzLm5","2020-02-07"
"4NGIX0BP6xxRaGh64hhJhe","All Is Yellow","album","14","2024-01-26","https://open.spotify.com/album/4NGIX0BP6xxRaGh64hhJhe","2024-01-26"
"3qwCuSISrIUpyt6sB5edmQ","Family Matters","album","1","2024-05-03","https://open.spotify.com/album/3qwCuSISrIUpyt6sB5edmQ","2024-05-03"
"6K4LqNp0rbZVOYj4KchUcX","Headrush","album","1","2024-05-10","https://open.spotify.com/album/6K4LqNp0rbZVOYj4KchUcX","2024-05-10"
"06me0leRR3AuF4IFiEytml","Push Ups","album","1","2024-04-19","https://open.spotify.com/album/06me0leRR3AuF4IFiEytml","2024-04-19"
"6rBennOYWR1OZQnsU39PKL","Blueberry Faygo","album","1","2020-02-07","https://open.spotify.com/album/6rBennOYWR1OZQnsU39PKL","2020-02-07"
"3bXVgfyStmCrDXtBUvLuxh","Tender","album","1","2024-04-19","https://open.spotify.com/album/3bXVgfyStmCrDXtBUvLuxh","2024-04-19"
"60s0PMYFJhe34io9HuyUXf","Whatever She Wants","album","1","2024-02-13","https://open.spotify.com/album/60s0PMYFJhe34io9HuyUXf","2024-02-13"
"2RRYaYHY7fIIdvFlvgb5vq","american dream","album","15","2024-01-12","https://open.spotify.com/album/2RRYaYHY7fIIdvFlvgb5vq","2024-01-12"
"7pp3ZbXrqBiaaeRLIAyis5","Lottery Pick","album","15","2023-06-16","https://open.spotify.com/album/7pp3ZbXrqBiaaeRLIAyis5","2023-06-16"
"1xuSorM2dDIiB5zhftB5NY","Champions","album","1","2016-06-10","https://open.spotify.com/album/1xuSorM2dDIiB5zhftB5NY","2016-06-10"
"12GZ5ewBjyylguigbdmqJ9","Yellow Tape","album","16","2020-01-31","https://open.spotify.com/album/12GZ5ewBjyylguigbdmqJ9","2020-01-31"
"49vCWZ0yKkRvfetjsYVLnx","Glockoma 2 (Deluxe)","album","23","2023-06-23","https://open.spotify.com/album/49vCWZ0yKkRvfetjsYVLnx","2023-06-23"
"2vGU0DOcfsDee0euvhl1iZ","B4 The Storm","album","17","2020-08-28","https://open.spotify.com/album/2vGU0DOcfsDee0euvhl1iZ","2020-08-28"
"0lZQagJ5r0crB35zphSD4A","All My Life (feat. J. Cole)","album","1","2023-05-12","https://open.spotify.com/album/0lZQagJ5r0crB35zphSD4A","2023-05-12"
"5EFWc59llfnLab6hpjJBkX","Steppas","album","1","2024-03-29","https://open.spotify.com/album/5EFWc59llfnLab6hpjJBkX","2024-03-29"
"4MDMfOdhV1IyoRnklwOHG9","pick up the phone","album","1","2016-06-03","https://open.spotify.com/album/4MDMfOdhV1IyoRnklwOHG9","2016-06-03"
"7e7t0MCrNDcJZsPwUKjmOc","Shoot For The Stars Aim For The Moon","album","19","2020-07-03","https://open.spotify.com/album/7e7t0MCrNDcJZsPwUKjmOc","2020-07-03"
"7txGsnDSqVMoRl6RQ9XyZP","HEROES & VILLAINS","album","15","2022-12-02","https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP","2022-12-02"
"3arNdjotCvtiiLFfjKngMc","AT.LONG.LAST.A$AP","album","18","2015-05-26","https://open.spotify.com/album/3arNdjotCvtiiLFfjKngMc","2015-05-26"
"2FD6g8bXEn2uQMYbeqqoCg","Just Wanna Rock","album","1","2022-10-17","https://open.spotify.com/album/2FD6g8bXEn2uQMYbeqqoCg","2022-10-17"
"51wp3EOOp2mBIjhZjR7W0i","Project Baby 2: All Grown Up","album","19","2017-08-18","https://open.spotify.com/album/51wp3EOOp2mBIjhZjR7W0i","2017-08-18"
"1Sf8GsXG32t0jNrX11xqWx","JACKBOYS","album","7","2019-12-27","https://open.spotify.com/album/1Sf8GsXG32t0jNrX11xqWx","2019-12-27"
"5AeTBSf9ogUyItM9wLQK9u","The Blixky Tape 2 (Deluxe)","album","23","2022-02-22","https://open.spotify.com/album/5AeTBSf9ogUyItM9wLQK9u","2022-02-22"
"5JjnoGJyOxfSZUZtk2rRwZ","Not Like Us","album","1","2024-05-04","https://open.spotify.com/album/5JjnoGJyOxfSZUZtk2rRwZ","2024-05-04"
"0hvT3yIEysuuvkK73vgdcW","GNX","album","12","2024-11-22","https://open.spotify.com/album/0hvT3yIEysuuvkK73vgdcW","2024-11-22"
"5HAxzyUfyay8NElNaehsNe","4X4","album","1","2025-01-24","https://open.spotify.com/album/5HAxzyUfyay8NElNaehsNe","2025-01-24"
"5dx9ylPTCSU1SHR2b3uqXh","3AM in ToKEYo","album","1","2025-02-07","https://open.spotify.com/album/5dx9ylPTCSU1SHR2b3uqXh","2025-02-07"
"2c8SoKQdYX3D7tN1ywt9xb","WHAM","album","15","2025-01-03","https://open.spotify.com/album/2c8SoKQdYX3D7tN1ywt9xb","2025-01-03"
"0U28P0QVB1QRxpqp5IHOlH","CHROMAKOPIA","album","14","2024-10-28","https://open.spotify.com/album/0U28P0QVB1QRxpqp5IHOlH","2024-10-28"
"60UzB8mOCMpc7xkuJE6Bwc","Alligator Bites Never Heal","album","19","2024-08-30","https://open.spotify.com/album/60UzB8mOCMpc7xkuJE6Bwc","2024-08-30"
"01e9pFweITqyn2Kr8INdQr","Trappa Rappa","album","1","2025-02-21","https://open.spotify.com/album/01e9pFweITqyn2Kr8INdQr","2025-02-21"
"2qBkwnQ9M3pwuQWJXDiaGa","I Aint Feeling You","album","12","2025-01-31","https://open.spotify.com/album/2qBkwnQ9M3pwuQWJXDiaGa","2025-01-31"
"4iqbFIdGOTzXeDtt9owjQn","WE DON'T TRUST YOU","album","17","2024-03-22","https://open.spotify.com/album/4iqbFIdGOTzXeDtt9owjQn","2024-03-22"
"7awBKnBq0qRLNyD5lI47R0","Eternal Atake 2","album","16","2024-11-01","https://open.spotify.com/album/7awBKnBq0qRLNyD5lI47R0","2024-11-01"
"58iEeJbYd6OBGRM0TiwltL","A Great Chaos (Deluxe)","album","25","2024-07-05","https://open.spotify.com/album/58iEeJbYd6OBGRM0TiwltL","2024-07-05"
"2IRxVVqbSbqHJo8Zx50LYn","Timeless","album","1","2024-09-27","https://open.spotify.com/album/2IRxVVqbSbqHJo8Zx50LYn","2024-09-27"
"2g28Q65tnnBD8TaCAFpdQi","Insecurities","album","1","2024-11-15","https://open.spotify.com/album/2g28Q65tnnBD8TaCAFpdQi","2024-11-15"
"3cdcIcidzGHVQW5e9qQgtx","ALL RED","album","1","2024-09-13","https://open.spotify.com/album/3cdcIcidzGHVQW5e9qQgtx","2024-09-13"
"4Zoxsc06EUHRf5GrJPJZ54","MIXTAPE PLUTO","album","17","2024-09-20","https://open.spotify.com/album/4Zoxsc06EUHRf5GrJPJZ54","2024-09-20"
"0ctxtxA7ywlMP0jVTubPTX","5AM","album","1","2024-11-14","https://open.spotify.com/album/0ctxtxA7ywlMP0jVTubPTX","2024-11-14"
"2LaSVrn1EJc9ouFyp69g4e","VULTURES 2","album","16","2024-08-03","https://open.spotify.com/album/2LaSVrn1EJc9ouFyp69g4e","2024-08-03"
"0HS8aknH0JQdMIiBVhyOCW","A Great Chaos","album","18","2023-10-13","https://open.spotify.com/album/0HS8aknH0JQdMIiBVhyOCW","2023-10-13"
"4AzPr5SUpNF553eC1d3aRy","BAND4BAND (feat. Lil Baby)","album","1","2024-05-23","https://open.spotify.com/album/4AzPr5SUpNF553eC1d3aRy","2024-05-23"
